Order Number,Sales Date,Month,Sales Channel,Currency,Salesteam,Salesteam Region,Store Name,State,Product Name,Product Category,Order qty,unit price,unit cost
SO4543,1/9/2020,January,Wholesale,USD,Donald Reynolds,South,Irving,Texas,Festive,Decoratives,3,280.37,200.26
SO4544,4/13/2020,April,Online,USD,Roy Rice,Midwest,Fort Wayne,Indiana,Sculptures,Decoratives,9,197.66,141.18
SO4545,4/11/2020,April,In-Store,USD,Roy Rice,Midwest,Coral Springs,Florida,Furniture Cushions,Furniture,5,321.49,229.64
SO4546,1/8/2020,January,Online,USD,Anthony Berry,West,Pittsburgh,Pennsylvania,Bar Tools,Drinkware,3,291.58,208.27
SO4547,1/16/2020,January,In-Store,USD,Joshua Kenedy,West,Hempstead (Town),New York,Vases,Decoratives,3,452.46,323.19
SO4548,4/29/2020,April,Wholesale,USD,Roy Rice,Midwest,Brandon,Florida,Audio,Electronics,10,476.55,340.39
SO4549,5/14/2020,May,In-Store,USD,Joshua Ryan,Midwest,Sunnyvale,California,Wall Frames,Decoratives,1,230.56,164.69
SO4550,1/13/2020,January,Online,USD,George Lewis,West,Miramar,Florida,Wall Frames,Decoratives,1,456.36,325.97
SO4551,1/28/2020,January,Wholesale,USD,Donald Reynolds,South,Springfield,Massachusetts,Table Lamps,Lighting,7,407.40,291.00
SO4552,2/9/2020,February,Distributor,USD,Joshua Little,South,Kansas City,Kansas,Cocktail Glasses,Drinkware,9,391.20,279.43
SO4553,3/25/2020,March,Distributor,USD,Jonathan Hawkins,West,Schaumburg (Township),Illinois,Outdoor Furniture,Furniture,3,271.46,193.90
SO4554,1/2/2020,January,Distributor,USD,Douglas Tucker,Midwest,Elk Grove,California,Vanities,Collections,7,603.36,430.97
SO4555,5/1/2020,May,Wholesale,USD,Joshua Ryan,Midwest,Escondido,California,Clocks,Accessories,10,284.53,203.24
SO4556,3/3/2020,March,Wholesale,USD,Todd Roberts,West,Surprise,Arizona,Cocktail Glasses,Drinkware,9,431.63,308.31
SO4557,2/22/2020,February,In-Store,USD,Joshua Ryan,Midwest,Glendale,Arizona,Outdoor Furniture,Furniture,2,257.94,184.24
SO4558,1/24/2020,January,Online,USD,Joshua Kenedy,West,Wayne,Indiana,Bedroom Furniture,Furniture,7,445.92,318.51
SO4559,1/13/2020,January,Online,USD,Roger Alexander,Midwest,Salem,Oregon,Cookware,Kitchenery,4,474.20,338.71
SO4560,4/10/2020,April,In-Store,USD,Carl Nguyen,Midwest,Daly City,California,Bathroom Furniture,Furniture,1,334.89,239.21
SO4561,3/25/2020,March,Distributor,USD,Samuel Fowler,Midwest,Paterson,New Jersey,Wall Coverings,Decoratives,1,258.63,184.74
SO4562,5/20/2020,May,Wholesale,USD,Anthony Berry,West,Overland Park,Kansas,Candles,Lighting,4,435.64,311.17
SO4563,5/11/2020,May,Distributor,USD,Joe Price,Northeast,Rancho Cucamonga,California,Phones,Electronics,8,153.86,109.90
SO4564,2/17/2020,February,Wholesale,USD,Shawn Wallace,South,Scottsdale,Arizona,Wine Storage,Drinkware,10,470.65,336.18
SO4565,5/4/2020,May,Distributor,USD,Shawn Cook,Midwest,Knoxville,Tennessee,Wall Frames,Decoratives,2,448.36,320.26
SO4566,4/17/2020,April,Wholesale,USD,Jerry Green,West,Santa Maria,California,Stemware,Drinkware,8,204.64,146.17
SO4567,1/4/2020,January,In-Store,USD,Patrick Graham,South,Hampton,Virginia,Blankets,Beddings,9,458.50,327.50
SO4568,3/29/2020,March,In-Store,USD,Paul Holmes,Midwest,Naperville,Illinois,Festive,Decoratives,5,346.02,247.15
SO4569,1/11/2020,January,Wholesale,USD,Chris Armstrong,Northeast,Elgin (Township),Illinois,Bar Tools,Drinkware,5,583.64,416.88
SO4570,1/6/2020,January,Online,USD,George Lewis,West,Surprise,Arizona,Photo Frames,Decoratives,1,639.98,457.13
SO4571,1/4/2020,January,In-Store,USD,Donald Reynolds,South,Gresham,Oregon,Table Lamps,Lighting,5,261.28,186.63
SO4572,5/8/2020,May,Wholesale,USD,Shawn Wallace,South,New Haven,Connecticut,Bedroom Furniture,Furniture,10,241.60,172.57
SO4573,4/20/2020,April,Online,USD,Adam Hernandez,Northeast,Sacramento,California,Cocktail Glasses,Drinkware,9,605.40,432.43
SO4574,5/26/2020,May,Online,USD,Joe Price,Northeast,Fort Collins,Colorado,Wall Frames,Decoratives,9,572.35,408.82
SO4575,4/29/2020,April,Wholesale,USD,Keith Griffin,Northeast,Norfolk,Virginia,Candleholders,Decoratives,3,596.38,425.99
SO4576,1/26/2020,January,Distributor,USD,Frank Brown,Northeast,Lisle (Township),Illinois,Baseball,Sports,4,467.87,334.20
SO4577,1/25/2020,January,In-Store,USD,Donald Reynolds,South,West Jordan,Utah,Bar Tools,Drinkware,8,365.08,260.77
SO4578,4/16/2020,April,Wholesale,USD,Shawn Wallace,South,New Orleans,Louisiana,Dinnerware,Kitchenery,3,604.07,431.48
SO4579,4/23/2020,April,Wholesale,USD,Joshua Little,South,Shreveport,Louisiana,Rugs,Decoratives,10,189.21,135.15
SO4580,1/11/2020,January,Distributor,USD,Joshua Little,South,Evansville,Indiana,Floral,Decoratives,3,245.72,175.51
SO4581,2/28/2020,February,In-Store,USD,Paul Holmes,Midwest,Warren,Indiana,Outdoor Furniture,Furniture,8,477.83,341.31
SO4582,3/16/2020,March,Online,USD,Douglas Tucker,Midwest,Grand Prairie,Texas,Clocks,Accessories,9,549.24,392.32
SO4583,1/27/2020,January,Wholesale,USD,Joshua Kenedy,West,Ramapo,New York,Mirrors,Accessories,6,630.73,450.52
SO4584,3/21/2020,March,Wholesale,USD,Frank Brown,Northeast,Dayton,Ohio,Floral,Decoratives,2,219.28,156.63
SO4585,1/3/2020,January,Distributor,USD,Stephen Payne,South,Wayne,Indiana,Wall Frames,Decoratives,6,295.03,210.74
SO4586,5/5/2020,May,Distributor,USD,Roy Rice,Midwest,High Point,North Carolina,Clocks,Accessories,1,506.24,361.60
SO4587,4/27/2020,April,Online,USD,Douglas Tucker,Midwest,Miami,Florida,Bean Bags,Furniture,2,154.14,110.10
SO4588,2/8/2020,February,Distributor,USD,Douglas Tucker,Midwest,Louisville,Kentucky,Mirrors,Accessories,2,585.02,417.87
SO4589,3/15/2020,March,In-Store,USD,Adam Hernandez,Northeast,Jersey City,New Jersey,Outdoor Furniture,Furniture,9,511.10,365.07
SO4590,4/17/2020,April,In-Store,USD,Roy Rice,Midwest,Daly City,California,Floral,Decoratives,3,552.41,394.58
SO4591,3/16/2020,March,Wholesale,USD,Jonathan Hawkins,West,Huntington,New York,Vases,Decoratives,4,562.77,401.98
SO4592,2/2/2020,February,Wholesale,USD,Donald Reynolds,South,Springfield,Missouri,Outdoor Decor,Decoratives,8,348.06,248.62
SO4593,3/13/2020,March,In-Store,USD,Adam Hernandez,Northeast,Modesto,California,Blankets,Beddings,7,384.48,274.63
SO4594,3/3/2020,March,In-Store,USD,Jonathan Hawkins,West,Mesquite,Texas,Platters,Kitchenery,8,563.98,402.84
SO4595,4/5/2020,April,In-Store,USD,Roy Rice,Midwest,Tulsa,Oklahoma,Collectibles,Collections,9,255.16,182.26
SO4596,2/26/2020,February,Online,USD,Roy Rice,Midwest,Glendale,Arizona,Bedroom Furniture,Furniture,1,210.77,150.55
SO4597,4/6/2020,April,In-Store,USD,Nicholas Cunningham,South,Miami,Florida,Accessories,Accessories,1,594.90,424.93
SO4598,2/16/2020,February,Wholesale,USD,Adam Hernandez,Northeast,San Mateo,California,Baseball,Sports,3,161.33,115.23
SO4599,1/15/2020,January,Online,USD,Jonathan Hawkins,West,Spring Hill,Florida,Bakeware,Kitchenery,3,401.55,286.82
SO4600,4/21/2020,April,In-Store,USD,Roy Rice,Midwest,Garden Grove,California,Collectibles,Collections,8,576.57,411.84
SO4601,3/19/2020,March,Distributor,USD,Jerry Green,West,Fort Worth,Texas,Blankets,Beddings,6,213.90,152.79
SO4602,1/5/2020,January,In-Store,USD,Roy Rice,Midwest,Lafayette,Louisiana,Table Linens,Decoratives,3,282.39,201.71
SO4603,1/12/2020,January,In-Store,USD,Carl Nguyen,Midwest,Broken Arrow,Oklahoma,Clocks,Accessories,1,223.42,159.58
SO4604,3/30/2020,March,Wholesale,USD,Paul Holmes,Midwest,Oyster Bay,New York,Outdoor Furniture,Furniture,3,180.02,128.59
SO4605,5/1/2020,May,Wholesale,USD,Keith Griffin,Northeast,Manchester,New Hampshire,Wine Storage,Drinkware,4,313.60,224.00
SO4606,5/9/2020,May,Wholesale,USD,Donald Reynolds,South,Elgin (Township),Illinois,Accessories,Accessories,5,372.38,265.99
SO4607,5/2/2020,May,In-Store,USD,Anthony Berry,West,Wilmington,North Carolina,Dinnerware,Kitchenery,3,414.45,296.04
SO4608,1/7/2020,January,Distributor,USD,Shawn Cook,Midwest,Abilene,Texas,Basketball,Sports,4,353.17,252.26
SO4609,4/22/2020,April,Online,USD,Anthony Berry,West,Rockford,Illinois,Platters,Kitchenery,9,185.70,132.64
SO4610,2/21/2020,February,Distributor,USD,Todd Roberts,West,Dallas,Texas,Blankets,Beddings,4,207.74,148.39
SO4611,4/10/2020,April,Online,USD,Adam Hernandez,Northeast,Spokane,Washington,Bakeware,Kitchenery,6,173.64,124.03
SO4612,4/28/2020,April,Distributor,USD,Joshua Ryan,Midwest,Richmond,California,Basketball,Sports,10,399.08,285.06
SO4613,5/11/2020,May,Distributor,USD,Anthony Berry,West,Columbia,Missouri,Floor Lamps,Lighting,2,198.77,141.98
SO4614,2/4/2020,February,Distributor,USD,Keith Griffin,Northeast,Thornton,Colorado,Cocktail Glasses,Drinkware,1,342.33,244.52
SO4615,3/15/2020,March,Wholesale,USD,Donald Reynolds,South,Louisville,Kentucky,Stemware,Drinkware,5,375.68,268.35
SO4616,1/11/2020,January,Wholesale,USD,Shawn Wallace,South,Lehigh Acres,Florida,Wreaths,Decoratives,10,605.72,432.66
SO4617,5/19/2020,May,Distributor,USD,Joe Price,Northeast,Knoxville,Tennessee,Furniture Cushions,Furniture,9,271.75,194.11
SO4618,3/27/2020,March,Distributor,USD,Shawn Wallace,South,Las Vegas,Nevada,Basketball,Sports,6,173.92,124.23
SO4619,1/30/2020,January,Wholesale,USD,Todd Roberts,West,Orlando,Florida,Bar Tools,Drinkware,4,353.63,252.60
SO4620,1/5/2020,January,Online,USD,Shawn Cook,Midwest,Antioch,California,Wine Storage,Drinkware,6,375.01,267.87
SO4621,1/14/2020,January,Distributor,USD,Jerry Green,West,Ann Arbor,Michigan,Wall Frames,Decoratives,8,476.71,340.50
SO4622,1/21/2020,January,Online,USD,Shawn Cook,Midwest,Clovis,California,Bean Bags,Furniture,10,644.83,460.59
SO4623,3/22/2020,March,In-Store,USD,Donald Reynolds,South,Springfield,Massachusetts,Vanities,Collections,7,317.78,226.99
SO4624,1/26/2020,January,Online,USD,Carl Nguyen,Midwest,St. Louis,Missouri,Bakeware,Kitchenery,9,485.14,346.53
SO4625,3/8/2020,March,In-Store,USD,Nicholas Cunningham,South,Milton,Illinois,Table Lamps,Lighting,10,263.87,188.48
SO4626,1/5/2020,January,In-Store,USD,Keith Griffin,Northeast,Norfolk,Virginia,Accessories,Accessories,4,554.96,396.40
SO4627,2/6/2020,February,In-Store,USD,Roger Alexander,Midwest,Cambridge,Massachusetts,Sculptures,Decoratives,4,392.79,280.57
SO4628,1/18/2020,January,Online,USD,Roy Rice,Midwest,Cleveland,Ohio,Clocks,Accessories,9,468.16,334.40
SO4629,4/5/2020,April,In-Store,USD,Shawn Cook,Midwest,College Station,Texas,Furniture Cushions,Furniture,7,316.88,226.35
SO4630,4/2/2020,April,Online,USD,Roy Rice,Midwest,Naperville,Illinois,Phones,Electronics,6,514.93,367.80
SO4631,2/19/2020,February,Wholesale,USD,Jerry Green,West,Visalia,California,Home Fragrances,Decoratives,4,281.11,200.79
SO4632,4/11/2020,April,Online,USD,Anthony Berry,West,Independence,Missouri,Blankets,Beddings,10,621.82,444.16
SO4633,5/8/2020,May,Wholesale,USD,Joshua Little,South,Mobile,Alabama,Bathroom Furniture,Furniture,1,525.33,375.24
SO4634,4/1/2020,April,Distributor,USD,Douglas Tucker,Midwest,Santa Clarita,California,Furniture Cushions,Furniture,1,511.55,365.39
SO4635,4/8/2020,April,Distributor,USD,Keith Griffin,Northeast,Sterling Heights,Michigan,Pillows,Beddings,8,554.58,396.13
SO4636,1/5/2020,January,Wholesale,USD,Keith Griffin,Northeast,Tyler,Texas,Vases,Decoratives,4,639.63,456.88
SO4637,1/5/2020,January,Distributor,USD,Joshua Bennett,Northeast,Glendale,California,Wall Coverings,Decoratives,7,587.49,419.64
SO4638,3/19/2020,March,Distributor,USD,Stephen Payne,South,Waco,Texas,Serveware,Kitchenery,9,604.55,431.82
SO4639,4/26/2020,April,In-Store,USD,Joshua Bennett,Northeast,Ann Arbor,Michigan,Table Lamps,Lighting,8,564.36,403.11
SO4640,2/21/2020,February,Wholesale,USD,Samuel Fowler,Midwest,Brooklyn,New York,Phones,Electronics,10,370.19,264.42
SO4641,2/17/2020,February,Distributor,USD,Anthony Berry,West,Pittsburgh,Pennsylvania,Stemware,Drinkware,7,237.37,169.55
SO4642,2/8/2020,February,Wholesale,USD,Joshua Little,South,Milwaukee,Wisconsin,Bean Bags,Furniture,9,245.50,175.36
SO4643,1/2/2020,January,Online,USD,Shawn Wallace,South,Pasadena,California,Bathroom Furniture,Furniture,2,484.04,345.74
SO4644,3/8/2020,March,Online,USD,Joshua Bennett,Northeast,Denton,Texas,Basketball,Sports,9,200.79,143.42
SO4645,4/20/2020,April,Online,USD,Donald Reynolds,South,Lubbock,Texas,Bar Tools,Drinkware,5,598.93,427.81
SO4646,1/7/2020,January,Online,USD,Anthony Berry,West,Fort Lauderdale,Florida,Wall Frames,Decoratives,5,227.04,162.17
SO4647,4/30/2020,April,Wholesale,USD,Jonathan Hawkins,West,Winston-Salem,North Carolina,Floor Lamps,Lighting,1,472.05,337.18
SO4648,5/18/2020,May,Wholesale,USD,Roger Alexander,Midwest,Westminster,Colorado,Pendants,Collections,1,564.19,402.99
SO4649,1/25/2020,January,Distributor,USD,Joshua Bennett,Northeast,Bridgeport,Connecticut,Platters,Kitchenery,2,154.65,110.47
SO4650,3/22/2020,March,In-Store,USD,Carl Nguyen,Midwest,Warren,Indiana,Wreaths,Decoratives,4,248.28,177.35
SO4651,2/1/2020,February,In-Store,USD,Jonathan Hawkins,West,Highlands Ranch,Colorado,TV and video,Electronics,9,460.29,328.78
SO4652,2/10/2020,February,Online,USD,Chris Armstrong,Northeast,Downey,California,Baseball,Sports,5,568.77,406.26
SO4653,3/25/2020,March,In-Store,USD,Roy Rice,Midwest,Rialto,California,Bakeware,Kitchenery,1,358.28,255.91
SO4654,2/3/2020,February,In-Store,USD,Todd Roberts,West,Pueblo,Colorado,Floor Lamps,Lighting,5,613.60,438.28
SO4655,5/7/2020,May,In-Store,USD,Keith Griffin,Northeast,Huntsville,Alabama,Bean Bags,Furniture,9,569.03,406.45
SO4656,3/25/2020,March,Distributor,USD,Douglas Tucker,Midwest,Irvine,California,Collectibles,Collections,7,260.78,186.27
SO4657,2/23/2020,February,Wholesale,USD,Joshua Kenedy,West,Wayne,Indiana,Serveware,Kitchenery,9,350.82,250.59
SO4658,1/10/2020,January,Online,USD,Donald Reynolds,South,Birmingham,Alabama,Home Fragrances,Decoratives,6,549.49,392.49
SO4659,5/11/2020,May,In-Store,USD,Joe Price,Northeast,Paterson,New Jersey,Table Lamps,Lighting,7,645.03,460.74
SO4660,1/13/2020,January,Distributor,USD,Chris Armstrong,Northeast,Gresham,Oregon,Bathroom Furniture,Furniture,1,506.97,362.12
SO4661,2/2/2020,February,Distributor,USD,George Lewis,West,Toledo,Ohio,Candles,Lighting,6,318.85,227.75
SO4662,2/28/2020,February,In-Store,USD,Paul Holmes,Midwest,Smithtown,New York,Outdoor Furniture,Furniture,5,153.84,109.89
SO4663,2/24/2020,February,Wholesale,USD,Samuel Fowler,Midwest,Vallejo,California,Festive,Decoratives,10,425.97,304.27
SO4664,3/5/2020,March,Distributor,USD,Shawn Wallace,South,Tacoma,Washington,Home Fragrances,Decoratives,1,497.42,355.30
SO4665,5/28/2020,May,Distributor,USD,Douglas Tucker,Midwest,Akron,Ohio,Cookware,Kitchenery,1,468.97,334.98
SO4666,1/5/2020,January,In-Store,USD,Todd Roberts,West,Bridgeport (Town),Connecticut,Cocktail Glasses,Drinkware,10,466.36,333.11
SO4667,5/15/2020,May,Online,USD,Donald Reynolds,South,Savannah,Georgia,Table Linens,Decoratives,7,331.05,236.46
SO4668,4/15/2020,April,Wholesale,USD,Douglas Tucker,Midwest,Capital,Illinois,Basketball,Sports,8,383.57,273.98
SO4669,5/6/2020,May,In-Store,USD,Joe Price,Northeast,Wichita Falls,Texas,Serveware,Kitchenery,2,628.63,449.02
SO4670,4/19/2020,April,Wholesale,USD,Stephen Payne,South,Baton Rouge,Louisiana,Serveware,Kitchenery,1,157.26,112.33
SO4671,2/20/2020,February,Distributor,USD,Anthony Berry,West,Downers Grove (Township),Illinois,Cookware,Kitchenery,6,372.89,266.35
SO4672,1/13/2020,January,Wholesale,USD,Jonathan Hawkins,West,Fremont,California,Rugs,Decoratives,2,534.61,381.86
SO4673,4/29/2020,April,In-Store,USD,Roy Rice,Midwest,Beaumont,Texas,Photo Frames,Decoratives,9,473.12,337.94
SO4674,4/20/2020,April,Wholesale,USD,Anthony Berry,West,Denver,Colorado,Wine Storage,Drinkware,10,357.27,255.19
SO4675,5/24/2020,May,Distributor,USD,Anthony Berry,West,Visalia,California,Wine Storage,Drinkware,10,196.69,140.49
SO4676,3/31/2020,March,Wholesale,USD,Shawn Wallace,South,Fullerton,California,Sculptures,Decoratives,3,418.00,298.57
SO4677,2/29/2020,February,Wholesale,USD,Keith Griffin,Northeast,Hillsboro,Oregon,Candles,Lighting,3,378.83,270.59
SO4678,4/21/2020,April,Wholesale,USD,George Lewis,West,Charleston,South Carolina,Wreaths,Decoratives,9,594.76,424.83
SO4679,4/21/2020,April,In-Store,USD,Paul Holmes,Midwest,Sunrise Manor,Nevada,Bar Tools,Drinkware,9,246.61,176.15
SO4680,1/13/2020,January,Online,USD,George Lewis,West,Springfield,Missouri,Wreaths,Decoratives,7,611.34,436.67
SO4681,4/9/2020,April,Distributor,USD,Shawn Cook,Midwest,Allentown,Pennsylvania,Vases,Decoratives,3,397.77,284.12
SO4682,5/31/2020,May,In-Store,USD,Todd Roberts,West,Aurora,Illinois,Phones,Electronics,8,369.25,263.75
SO4683,5/27/2020,May,Online,USD,Shawn Wallace,South,Aurora,Colorado,Furniture Cushions,Furniture,7,552.39,394.56
SO4684,3/16/2020,March,Distributor,USD,Adam Hernandez,Northeast,Pasadena,California,Audio,Electronics,6,430.44,307.46
SO4685,2/13/2020,February,In-Store,USD,Roy Rice,Midwest,Amarillo,Texas,Cookware,Kitchenery,4,359.36,256.68
SO4686,4/23/2020,April,In-Store,USD,Todd Roberts,West,Wheeling (Township),Illinois,Table Lamps,Lighting,5,349.11,249.36
SO4687,1/12/2020,January,In-Store,USD,Stephen Payne,South,Las Cruces,New Mexico,Platters,Kitchenery,6,643.29,459.49
SO4688,3/4/2020,March,In-Store,USD,George Lewis,West,Ontario,California,TV and video,Electronics,10,191.63,136.88
SO4689,1/17/2020,January,In-Store,USD,Keith Griffin,Northeast,Fort Collins,Colorado,Cocktail Glasses,Drinkware,2,598.38,427.41
SO4690,4/29/2020,April,Wholesale,USD,Joshua Ryan,Midwest,Stamford (Town),Connecticut,Floral,Decoratives,6,187.47,133.91
SO4691,4/9/2020,April,Wholesale,USD,Patrick Graham,South,Centennial,Colorado,Bakeware,Kitchenery,7,589.16,420.83
SO4692,5/1/2020,May,Distributor,USD,Chris Armstrong,Northeast,Cary,North Carolina,Mirrors,Accessories,2,593.37,423.83
SO4693,5/1/2020,May,In-Store,USD,Shawn Cook,Midwest,Center,Indiana,Wine Storage,Drinkware,1,303.32,216.66
SO4694,3/5/2020,March,Distributor,USD,Nicholas Cunningham,South,Dallas,Texas,Dinnerware,Kitchenery,9,471.48,336.77
SO4695,5/11/2020,May,In-Store,USD,Jerry Green,West,Mobile,Alabama,Wardrobes,Furniture,7,162.92,116.37
SO4696,1/4/2020,January,Distributor,USD,Jerry Green,West,Bridgeport,Connecticut,Computers,Electronics,2,219.03,156.45
SO4697,5/3/2020,May,Distributor,USD,Todd Roberts,West,Glendale,Arizona,Collectibles,Collections,4,498.83,356.31
SO4698,4/1/2020,April,Wholesale,USD,Adam Hernandez,Northeast,Clovis,California,Accessories,Accessories,1,287.72,205.51
SO4699,5/26/2020,May,Online,USD,Carl Nguyen,Midwest,Miami,Florida,Furniture Cushions,Furniture,2,633.10,452.22
SO4700,1/19/2020,January,Distributor,USD,Todd Roberts,West,Oyster Bay,New York,Pillows,Beddings,1,179.01,127.86
SO4701,4/1/2020,April,Distributor,USD,Joshua Ryan,Midwest,Metairie,Louisiana,Ornaments,Decoratives,3,640.53,457.52
SO4702,2/9/2020,February,In-Store,USD,Joe Price,Northeast,Burbank,California,Ornaments,Decoratives,7,423.93,302.80
SO4703,1/23/2020,January,In-Store,USD,Jonathan Hawkins,West,Austin,Texas,Bedroom Furniture,Furniture,2,168.82,120.58
SO4704,2/17/2020,February,Distributor,USD,Roy Rice,Midwest,Phoenix,Arizona,Baseball,Sports,9,361.07,257.90
SO4705,1/10/2020,January,In-Store,USD,Joshua Little,South,Lawrence (Township),Indiana,Table Linens,Decoratives,6,344.98,246.42
SO4706,1/5/2020,January,Wholesale,USD,Carl Nguyen,Midwest,Pearland,Texas,Blankets,Beddings,2,182.94,130.67
SO4707,4/5/2020,April,Wholesale,USD,Patrick Graham,South,St. Petersburg,Florida,Wreaths,Decoratives,2,391.87,279.91
SO4708,4/26/2020,April,Online,USD,Chris Armstrong,Northeast,Bremen,Illinois,Candleholders,Decoratives,9,314.86,224.90
SO4709,2/7/2020,February,Wholesale,USD,Joshua Bennett,Northeast,Reno,Nevada,Phones,Electronics,8,243.00,173.57
SO4710,1/11/2020,January,Distributor,USD,Roy Rice,Midwest,Indianapolis,Indiana,Computers,Electronics,1,333.91,238.51
SO4711,5/27/2020,May,Distributor,USD,Chris Armstrong,Northeast,Port St. Lucie,Florida,Platters,Kitchenery,6,529.13,377.95
SO4712,4/4/2020,April,Wholesale,USD,Patrick Graham,South,Tampa,Florida,Accessories,Accessories,8,261.82,187.01
SO4713,2/16/2020,February,In-Store,USD,Douglas Tucker,Midwest,Hartford,Connecticut,Pillows,Beddings,3,453.14,323.67
SO4714,2/7/2020,February,Online,USD,Keith Griffin,Northeast,Winston-Salem,North Carolina,Table Linens,Decoratives,2,176.73,126.24
SO4715,4/7/2020,April,In-Store,USD,Paul Holmes,Midwest,Milton,Illinois,Table Lamps,Lighting,10,207.22,148.01
SO4716,2/8/2020,February,In-Store,USD,Carl Nguyen,Midwest,Murfreesboro,Tennessee,Bar Tools,Drinkware,3,226.18,161.56
SO4717,4/15/2020,April,Distributor,USD,Todd Roberts,West,Milwaukee,Wisconsin,Cocktail Glasses,Drinkware,9,182.46,130.33
SO4718,3/16/2020,March,Wholesale,USD,Patrick Graham,South,Thornton (Township),Illinois,Furniture Cushions,Furniture,9,242.77,173.41
SO4719,5/15/2020,May,Distributor,USD,Adam Hernandez,Northeast,Boulder,Colorado,Outdoor Decor,Decoratives,6,368.34,263.10
SO4720,4/26/2020,April,Online,USD,Joshua Kenedy,West,Rochester,New York,Mirrors,Accessories,10,293.36,209.54
